order_id;return_comment;return_comment_date
333814401;addressee unknown;23.09.2015
335529389;addressee unknown;23.09.2015
337895515;addressee unknown;23.09.2015
337816743;addressee unknown;23.09.2015
339154648;addressee unknown;23.09.2015
283920258;addressee unknown;
279180108;addressee unknown;
286221051;addressee unknown;
286221051;addressee unknown;08.06.2015
283909931;addressee unknown;24.06.2015
288966931;addressee unknown;26.06.2015
295601757;addressee unknown;26.06.2015
287054437;addressee unknown;26.06.2015
282816639;addressee unknown;29.06.2015
294153609;addressee unknown;30.06.2015
291291744;addressee unknown;10.07.2015
301330058;addressee unknown;13.07.2015
300640542;addressee unknown;16.07.2015
304979503;addressee unknown;20.07.2015
306157602;addressee unknown;23.07.2015
315345703;addressee unknown;19.08.2015
311396021;addressee unknown;08.09.2015
325778921;addressee unknown;05.09.2015
322277763;addressee unknown;12.09.2015
328602429;addressee unknown;10.09.2015
309481496;addressee unknown;01.09.2015
329177241;addressee unknown;18.09.2015
334085148;addressee unknown;19.09.2015
332763019;addressee unknown;16.09.2015
223893218;addressee unknown;27.03.2015
224159268;addressee unknown;19.05.2015
231663251;addressee unknown;28.04.2015
232894457;addressee unknown;25.02.2015
234126843;addressee unknown;23.03.2015
238515801;addressee unknown;15.04.2015
240651191;addressee unknown;17.03.2015
241144872;addressee unknown;20.02.2015
241544211;addressee unknown;16.05.2015
241661043;addressee unknown;06.03.2015
242099489;addressee unknown;23.03.2015
242560270;addressee unknown;05.05.2015
243028093;addressee unknown;27.02.2015
245749744;addressee unknown;17.03.2015
246054932;addressee unknown;08.05.2015
246060936;addressee unknown;17.03.2015
246110394;addressee unknown;25.03.2015
246167689;addressee unknown;11.04.2015
246174054;addressee unknown;17.03.2015
246230506;addressee unknown;17.03.2015
246410840;addressee unknown;17.03.2015
246419504;addressee unknown;14.05.2015
246423546;addressee unknown;17.03.2015
246637272;addressee unknown;23.03.2015
246678303;addressee unknown;17.03.2015
246865170;addressee unknown;17.03.2015
247325937;addressee unknown;18.03.2015
247442184;addressee unknown;17.03.2015
247458178;addressee unknown;17.03.2015
247851563;addressee unknown;28.04.2015
248427673;addressee unknown;02.03.2015
248584170;addressee unknown;17.03.2015
248590224;addressee unknown;12.03.2015
249021316;addressee unknown;17.03.2015
249055745;addressee unknown;17.03.2015
249206466;addressee unknown;17.03.2015
249237990;addressee unknown;18.03.2015
249500210;addressee unknown;15.04.2015
249561694;addressee unknown;17.03.2015
249712210;addressee unknown;25.03.2015
250266277;addressee unknown;12.03.2015
250365758;addressee unknown;23.03.2015
250741641;addressee unknown;23.03.2015
250783749;addressee unknown;30.03.2015
251146249;addressee unknown;20.04.2015
251254356;addressee unknown;10.04.2015
251604351;addressee unknown;15.04.2015
252238319;addressee unknown;01.04.2015
252285555;addressee unknown;30.03.2015
253194132;addressee unknown;10.04.2015
253717119;addressee unknown;07.04.2015
254230367;addressee unknown;15.05.2015
254250048;addressee unknown;08.05.2015
254600188;addressee unknown;08.04.2015
254879553;addressee unknown;24.03.2015
255051728;addressee unknown;24.03.2015
255470486;addressee unknown;18.03.2015
255482346;addressee unknown;26.05.2015
256280111;addressee unknown;24.03.2015
257019307;addressee unknown;09.04.2015
257142412;addressee unknown;13.05.2015
257528949;addressee unknown;10.04.2015
257539970;addressee unknown;05.05.2015
257711443;addressee unknown;10.04.2015
257818779;addressee unknown;10.04.2015
258148421;addressee unknown;15.04.2015
258464818;addressee unknown;30.03.2015
258647734;addressee unknown;10.04.2015
258657231;addressee unknown;10.04.2015
258827975;addressee unknown;10.04.2015
259443721;addressee unknown;10.04.2015
260022746;addressee unknown;10.04.2015
260234320;addressee unknown;10.04.2015
260582787;addressee unknown;10.04.2015
261404858;addressee unknown;04.05.2015
261481133;addressee unknown;10.04.2015
262043300;addressee unknown;15.04.2015
262243092;addressee unknown;25.04.2015
263038048;addressee unknown;30.04.2015
263066757;addressee unknown;14.05.2015
263074585;addressee unknown;12.05.2015
263245062;addressee unknown;18.04.2015
263261029;addressee unknown;30.04.2015
264506638;addressee unknown;30.04.2015
264684004;addressee unknown;30.04.2015
264852466;addressee unknown;20.04.2015
265024733;addressee unknown;22.05.2015
265031148;addressee unknown;30.04.2015
265032775;addressee unknown;27.04.2015
265041744;addressee unknown;28.04.2015
265072943;addressee unknown;20.04.2015
265231082;addressee unknown;19.05.2015
265436923;addressee unknown;30.04.2015
266040889;addressee unknown;04.05.2015
266051503;addressee unknown;13.05.2015
266226086;addressee unknown;12.05.2015
266706420;addressee unknown;30.04.2015
266886187;addressee unknown;12.05.2015
267069942;addressee unknown;12.05.2015
267258271;addressee unknown;07.05.2015
267481644;addressee unknown;12.05.2015
267500036;addressee unknown;05.05.2015
267707507;addressee unknown;12.05.2015
268300408;addressee unknown;21.05.2015
268327584;addressee unknown;25.04.2015
268420394;addressee unknown;12.05.2015
268526802;addressee unknown;30.04.2015
268740611;addressee unknown;12.05.2015
268879830;addressee unknown;12.05.2015
268903755;addressee unknown;22.05.2015
268965127;addressee unknown;21.05.2015
269430212;addressee unknown;12.05.2015
269734630;addressee unknown;28.04.2015
269741645;addressee unknown;12.05.2015
269760876;addressee unknown;07.05.2015
269797824;addressee unknown;12.05.2015
269862352;addressee unknown;22.05.2015
269878911;addressee unknown;22.05.2015
270086804;addressee unknown;22.05.2015
270279651;addressee unknown;12.05.2015
270314140;addressee unknown;12.05.2015
270478916;addressee unknown;12.05.2015
270506338;addressee unknown;12.05.2015
270587210;addressee unknown;18.05.2015
271107982;addressee unknown;13.05.2015
271831834;addressee unknown;20.05.2015
271833893;addressee unknown;26.05.2015
271860932;addressee unknown;22.05.2015
272446177;addressee unknown;23.05.2015
272521843;addressee unknown;12.05.2015
272579384;addressee unknown;22.05.2015
272775417;addressee unknown;22.05.2015
272791610;addressee unknown;21.05.2015
272802122;addressee unknown;26.05.2015
272812964;addressee unknown;22.05.2015
272818314;addressee unknown;22.05.2015
272996857;addressee unknown;07.05.2015
273018454;addressee unknown;22.05.2015
273300908;addressee unknown;26.05.2015
273433862;addressee unknown;21.05.2015
273674313;addressee unknown;13.05.2015
273907427;addressee unknown;18.05.2015
274183705;addressee unknown;22.05.2015
274239598;addressee unknown;22.05.2015
274438072;addressee unknown;22.05.2015
274513191;addressee unknown;18.05.2015
274562909;addressee unknown;22.05.2015
274607986;addressee unknown;26.05.2015
274874362;addressee unknown;26.05.2015
275284616;addressee unknown;20.05.2015
275297328;addressee unknown;22.05.2015
275309264;addressee unknown;26.05.2015
275481488;addressee unknown;22.05.2015
275484471;addressee unknown;21.05.2015
275498582;addressee unknown;22.05.2015
275661330;addressee unknown;22.05.2015
275679129;addressee unknown;22.05.2015
275700127;addressee unknown;22.05.2015
275711528;addressee unknown;22.05.2015
276072747;addressee unknown;14.05.2015
276617436;addressee unknown;20.05.2015
276640205;addressee unknown;15.05.2015
276891947;addressee unknown;22.05.2015
276900314;addressee unknown;22.05.2015
276922996;addressee unknown;15.05.2015
276944654;addressee unknown;21.05.2015
276992083;addressee unknown;17.05.2015
277107135;addressee unknown;22.05.2015
277395157;addressee unknown;22.05.2015
277415802;addressee unknown;21.05.2015
277471128;addressee unknown;21.05.2015
277481614;addressee unknown;22.05.2015
278530175;addressee unknown;23.05.2015
278748738;addressee unknown;22.05.2015
278848318;addressee unknown;26.05.2015
278849944;addressee unknown;26.05.2015
278993536;addressee unknown;23.05.2015
279433873;addressee unknown;20.05.2015
279697688;addressee unknown;23.05.2015
279871698;addressee unknown;21.05.2015
279872203;addressee unknown;23.05.2015
281569115;addressee unknown;22.05.2015
282676449;addressee unknown;21.05.2015
282984971;addressee unknown;23.05.2015
283223644;addressee unknown;23.05.2015
288526214;addressee unknown;
294162199;addressee has moved;
